fichier,ligne,mot_suspect,original,modernise
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,279,Tircis,"C'est à dire, repliqua Hylas, que je perds mon temps & ma peine, & que vous parlant de mon affection, ce n'est qu'esveiller en vous les paroles dont apres vous vous servez en parlant à Tyrcis?","C'est-à-dire, répliqua Hylas, que je perds mon temps et ma peine, et que vous parlant de mon affection, ce n'est qu'éveiller en vous les paroles dont après vous vous servez en parlant à Tircis?"
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,283,Tircis,"Si vous aviez, luy respondit-il, autant de cognoissance de ce que vous perdez en me perdant, que vous monstrez peu de raison en la poursuitte que vous faicte, vous me plaindriez davantage que vous ne souhaittez l'affection de Tyrcis, mais le regret que vous aurez de moy sera bien petit, s'il n'égale celuy que j'ay pour vous, & lors il chanta tels vers en s'en allant.","Si vous aviez, lui répondit-il, autant de connaissance de ce que vous perdez en me perdant, que vous montrez peu de raison en la poursuite que vous faites, vous me plaindriez davantage que vous ne souhaitez l'affection de Tircis, mais le regret que vous aurez de moi sera bien petit, s'il n'égale celui que j'ai pour vous, et lors il chanta tels vers en s'en allant."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,285,Tircis,"c'est pourquoy ils le laisserent aller sans avoir la curiosité de luy demander ny à Tircis aussi, quel estoit le sujet qui les conduisoit;","c'est pourquoi ils le laissèrent aller sans avoir la curiosité de lui demander ni à Tircis aussi, quel était le sujet qui les conduisait;"
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,288,Silvandre,"Seulement Silvandre rencontra Polemas tout seul, non point trop loin du lieu, où peu auparavant Galathée, & les autres Nymphes avoient pris Celadon;","Seulement Silvandre rencontra Polémas tout seul, non point trop loin du lieu, où peu auparavant Galathée, et les autres Nymphes avaient pris Céladon;"
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,289,Amasis,"& parce qu'il commandoit à toute la contrée, sous l'authorité de la Nymphe Amasis, le Berger qui l'avoit plusieurs fois veu à Marsilly, luy rendit en le salüant, tout l'honneur qu'il sçeut, & dautant qu'il s'enquit de ce qu'il alloit cherchant le long du rivage, il luy dit la perte de Celadon, dequoy Polemas fut marry, ayant tousjours aymé ceux de sa famille.","et parce qu'il commandait à toute la contrée, sous l'autorité de la Nymphe Amasis, le Berger qui l'avait plusieurs fois vu à Marcilly, lui rendit en le saluant, tout l'honneur qu'il sut, et d'autant qu'il s'enquit de ce qu'il allait cherchant le long du rivage, il lui dit la perte de Céladon, de quoi Polémas fut marri, ayant toujours aimé ceux de sa famille."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,290,Phillis,"D'autre costé Lycidas qui se promenoit avec Phillis, apres avoir quelque temps demeuré muet, en fin se tournant à elle.","D'autre côté Lycidas qui se promenait avec Phillis, après avoir quelque temps demeuré muet, enfin se tournant à elle."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,292,Phillis,"Elle qui ne sçavoit encore la jalousie d'Astrée, luy respondit, que c'estoit le moindre desplaisir, qu'elle en devoit avoir, & qu'à un si grand ennuy il luy devoit bien estre permis d'esloigner, & fuir toute compagnie, car Phillis pensoit qu'il se plaignoit, de ce qu'elle s'en estoit allée seule.","Elle qui ne savait encore la jalousie d'Astrée, lui répondit, que c'était le moindre déplaisir, qu'elle en devait avoir, et qu'à un si grand ennui il lui devait bien être permis d'éloigner, et fuir toute compagnie, car Phillis pensait qu'il se plaignait, de ce qu'elle s'en était allée seule."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,299,Phillis,"Mon Dieu, (dit Phillis toute estonnée) que me dictes-vous Lycidas?","Mon Dieu, (dit Phillis toute étonnée) que me dites-vous Lycidas?"
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,302,Phillis,"Ainsi alloient discourant Lycidas & Phillis, luy infiniment faché de la mort de son frere, & infiniment offensé contre Astrée:","Ainsi allaient discourant Lycidas et Phillis, lui infiniment fâché de la mort de son frère, et infiniment offensé contre Astrée:"
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,56,frimats,"Qui ſans gresles & ſans frimats,","Qui sans grêles et sans frimats,"
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,103,Cloris,O Cloris qui te sçais ſi bien faire adorer!,Ô Cloris qui te sais si bien faire adorer!
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,115,Cloris,Cloris ie le confeſſe & qu'en ce beau deſſein,Cloris je le confesse et qu'en ce beau dessein
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,150,Cloris,"Changez vous en Cloris, & veneZ ſur la terre,","Changez-vous en Cloris, et venez sur la terre,"
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,186,Cloris,Et Cloris d'vn trait d’œil me l'a deſ-ia rauie.,Et Cloris d'un trait d'œil me l'a déjà ravie.
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,190,Cloris,"Ton Amour, ô Cloris, a changé ma nature,","Ton Amour, ô Cloris, a changé ma nature,"
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,202,Cloris,"Ni tant de vanité que ſi Cloris me baiſe,","Ni tant de vanité que si Cloris me baise,"
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,213,Cloris,"Pour moy chere Cloris, ie n'en ſuis pas de meſme,","Pour moi chère Cloris, je n'en suis pas de même,"
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,221,Cloris,"Ce que ie dis Cloris auec plus d’aſſeurance,","Ce que je dis Cloris avec plus d'assurance,"
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,241,Cloris,"Puis que c'eſt toy Cloris, apres l'auoir fait naistre,","Puis que c'est toi Cloris, après l'avoir fait naître,"
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,254,Cloris,"Je te prie ô Cloris, aide ma freneſie:","Je te prie ô Cloris, aide ma frénésie:"
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,262,Cloris,"Ma veine eſt pour Cloris & ſans fond, & ſans riue.","Ma veine est pour Cloris et sans fond, et sans rive."
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,285,Cloris,Ie sçay bien que Cloris ne me veut pas contraindre,Je sais bien que Cloris ne me veut pas contraindre
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,289,Cloris,"Cloris ſi ie venois aueuglé de tes charmes,","Cloris si je venais aveuglé de tes charmes,"
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,316,Cloris,"Cloris ne te ſçauroit empeſcher d'y venir,","Cloris ne te saurait empêcher d'y venir,"
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,327,Cloris,"Cloris ſi tu venois dans ce petit logis,","Cloris si tu venais dans ce petit logis,"
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,367,CLORIS,"CLORIS lors que ie ſonge en te voyant ſi belle,","CLORIS lorsque je songe en te voyant si belle,"
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,423,Cloris,"Cloris tu vois qu'vn iour il faudra qu’il aduienne,","Cloris tu vois qu'un jour il faudra qu'il advienne,"
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,426,Cloris,"Le Ciel en ſoit loüé, Cloris te ſuis guery,","Le Ciel en soit loué, Cloris te suis guéri,"
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,456,rapaisée,"Seurement aborder ma flamme rapaiſée,","Sûrement aborder ma flamme rapaisée,"
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,459,s'on,"Et sans te demander que s'on bel œil eſclaire,","Et sans te demander que s'on bel œil éclaire,"
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,461,Cloris,"MAINTENANT que Cloris a iuré de me plaire,","MAINTENANT que Cloris a juré de me plaire,"
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,465,Cloris,"Cloris renouuellant ma chaiſne preſque vſée,","Cloris renouvelant ma chaîne presque usée,"
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,485,Cloris,"Cloris travaillez biẽ à dénoüer ma cheſne,","Cloris travaillez bien à dénouer ma chaîne,"
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,498,Pélion,"Les Geans n'auoient point monté ſur Pelion,","Les Géants n'avaient point monté sur Pélion,"
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,524,rapaisée,Rend en quelque façon ma flamme rapaiſée.,Rend en quelque façon ma flamme rapaisée.
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,548,Lestrygons,"Les Leſtrigons de ſang, & moy ie vis de flame.","Les Lestrygons de sang, et moi je vis de flamme."
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,575,Clairac,"Clerac pour vne fois que vous m'auez faict naiſtre,","Clairac pour une fois que vous m'avez fait naître,"
Viau1623_Oeuvres_btv1b8619667v_numb_choice_replaceInside_l.tsv,595,Tircis,"Souffriray ie ô Thirſis! mon cœur gelé de craintes,","Souffrirai-je ô Tircis! mon cœur gelé de craintes,"
Viau_oeuvres_1632_bpt6k6509381p.tsv,2,UIS,"P VIS que ma conuerſation eſt publique, & que mon nom ne ſe peut cacher;","P UIS que ma conversation est publique, et que mon nom ne se peut cacher;"
Viau_oeuvres_1632_bpt6k6509381p.tsv,9,encores,"la raiſon eſt incognuë, la Religion encores plus:","la raison est inconnue, la Religion encores plus:"
Viau_oeuvres_1632_bpt6k6509381p.tsv,21,Sprit,"E Sprit, qui cherchez curieux Comment ſe meuuent tous les Cieux, ","E Sprit, qui cherchez curieux Comment se meuvent tous les Cieux, "
Viau_oeuvres_1632_bpt6k6509381p.tsv,37,Sprits,"E Sprits du feu, ſçauans Genies, Qui charmez de vos harmonies Tout ce qui vous peut écouter, ","E Sprits du feu, savants Génies, Qui charmez de vos harmonies Tout ce qui vous peut écouter, "
Viau_oeuvres_1632_bpt6k6509381p.tsv,43,los,Et qui d’vn los tout magnifique Conſacrez à l’eternité La grandeur d’vn acte heroïque. ,Et qui d'un los tout magnifique Consacrez à l'éternité La grandeur d'un acte héroïque.
Viau_oeuvres_1632_bpt6k6509381p.tsv,44,Avecques,"Peintres dont les pinceaux parlans Auecques des traicts excellens Tirent choſes inuiſibles, Le bruict, les penſers, les accords, Les vents courroucez, ou paiſibles, ","Peintres dont les pinceaux parlants Avecques des traits excellents Tirent choses invisibles, Le bruit, les pensers, les accords, Les vents courroucés, ou paisibles, "
Viau_oeuvres_1632_bpt6k6509381p.tsv,44,pensers,"Peintres dont les pinceaux parlans Auecques des traicts excellens Tirent choſes inuiſibles, Le bruict, les penſers, les accords, Les vents courroucez, ou paiſibles, ","Peintres dont les pinceaux parlants Avecques des traits excellents Tirent choses invisibles, Le bruit, les pensers, les accords, Les vents courroucés, ou paisibles, "
Viau_oeuvres_1632_bpt6k6509381p.tsv,49,los,"Tirez à ce coup des merueilles De vos laborieuſes veilles, Pour honorer d’vn iuſte los Ce grand, & ce diuin Oracle, Où vont les plus hautes penſees, Demander audiance aux Dieux Pour en eſtre recompenſees. ","Tirez à ce coup des merveilles De vos laborieuses veilles, Pour honorer d'un juste los Ce grand, et ce divin Oracle, Où vont les plus hautes pensées, Demander audience aux Dieux Pour en être récompensées ."
Viau_oeuvres_1632_bpt6k6509381p.tsv,53,doncques,"Arrestons nous doncques icy, ","Arrêtons nous doncques ici, "
Viau_oeuvres_1632_bpt6k6509381p.tsv,57,Oi,"T Oy qui te ſens louër, qui reçois de la vie Ceſte ſeule faueur, qui vient apres la mort, THEOPHILE, iouy librement de ce ſort, Qui te met au deſſus du pair & de l’enuie. ","T Oi qui te sens louer, qui reçois de la vie Cette seule faveur, qui vient après la mort, THEOPHILE, jouis librement de ce sort, Qui te met au dessus du pair et de l'envie."
Viau_oeuvres_1632_bpt6k6509381p.tsv,57,THEOPHILE,"T Oy qui te ſens louër, qui reçois de la vie Ceſte ſeule faueur, qui vient apres la mort, THEOPHILE, iouy librement de ce ſort, Qui te met au deſſus du pair & de l’enuie. ","T Oi qui te sens louer, qui reçois de la vie Cette seule faveur, qui vient après la mort, THEOPHILE, jouis librement de ce sort, Qui te met au dessus du pair et de l'envie."
Viau_oeuvres_1632_bpt6k6509381p.tsv,64,OI,"T OY qui leuant le cœur aux Cieux, Iadis remercias les Dieux, D’estre HOMME, d'eſtre GREC, & SAGE:","T OI qui levant le cœur aux Cieux, Jadis remercias les Dieux, D'être HOMME, d'être GREC, et SAGE:"
Viau_oeuvres_1632_bpt6k6509381p.tsv,79,THEOPHILE,"Là THEOPHILE auec plaiſir Nous conſiderions à loiſir La force & le poids des myſteres, Que ces vieux ſages ont tracez:","Là THEOPHILE avec plaisir Nous considérions à loisir La force et le poids des mystères, Que ces vieux sages ont tracés:"
Viau_oeuvres_1632_bpt6k6509381p.tsv,88,CLORIS,"Quand CLORIS tenoit ta raiſon Aux delices de ſa priſon, ","Quand CLORIS tenait ta raison Aux délices de sa prison, "
Viau_oeuvres_1632_bpt6k6509381p.tsv,89,Amphions,"Et quand tu chantois ſes trophees, L’extreme douceur de ta voix Rempliſſant tout ce petit bois, Fit dire aux Faunes & aux Fees, Que tu ſurpaſſois mille fois Les Amphions & les Orphees. ","Et quand tu chantais ses trophées, L'extrême douceur de ta voix Remplissant tout ce petit bois, Fit dire aux Faunes et aux Fées, Que tu surpassais mille fois Les Amphions et les Orphées ."
Viau_oeuvres_1632_bpt6k6509381p.tsv,89,Orphées,"Et quand tu chantois ſes trophees, L’extreme douceur de ta voix Rempliſſant tout ce petit bois, Fit dire aux Faunes & aux Fees, Que tu ſurpaſſois mille fois Les Amphions & les Orphees. ","Et quand tu chantais ses trophées, L'extrême douceur de ta voix Remplissant tout ce petit bois, Fit dire aux Faunes et aux Fées, Que tu surpassais mille fois Les Amphions et les Orphées ."
